country_full_name,World Port Index Number,Region Name,name,Alternate Port Name,country,World Water Body,Liquified Natural Gas Terminal Depth (m),Harbor Size,Harbor_size_nr,Harbor Type,Harbor Use,y,x,Total_Harbor_size_nr,fraction
Fiji,55550.0,Fiji -- 55510,Levuka, ,FJ,South Pacific Ocean,0.0,Small,1,Coastal (Natural),Unknown,-17.683333,178.833333,2,0.5
Fiji,55540.0,Fiji -- 55510,Suva Harbor, ,FJ,South Pacific Ocean,0.0,Small,1,Coastal (Natural),Unknown,-18.133333,178.416667,2,0.5
Finland,27540.0,Finland -- 27380,Himanka,Khimango,FI,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Natural),Unknown,64.0,23.65,40,0.025
Finland,27400.0,Finland -- 27380,Tornio,Torina,FI,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,0.0,Small,1,River (Natural),Unknown,65.766667,24.166667,40,0.025
Finland,27650.0,Finland -- 27380,Vaasa,Vasa,FI,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,0.0,Medium,2,Coastal (Natural),Unknown,63.1,21.583333,40,0.05
Finland,27740.0,Finland -- 27380,Pori, ,FI,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,0.0,Large,3,Coastal (Natural),Unknown,61.483333,21.8,40,0.075
Finland,28170.0,Finland -- 27380,Ekenas, ,FI,Gulf of Finland; Baltic Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Natural),Unknown,59.983333,23.433333,40,0.025
Finland,27535.0,Finland -- 27380,Veitsiluoto, ,FI,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Natural),Unknown,65.7,24.616667,40,0.025
Finland,27790.0,Finland -- 27380,Uusikaupunki,Nystad,FI,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Breakwater),Unknown,60.8,21.4,40,0.025
Finland,27820.0,Finland -- 27380,Turku, ,FI,Baltic Sea; North Atlantic Ocean,0.0,Medium,2,River (Basins),Unknown,60.45,22.233333,40,0.05
Finland,27825.0,Finland -- 27380,Uto, ,FI,Baltic Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Natural),Ferry,59.78333333,21.36666667,40,0.025
Finland,27570.0,Finland -- 27380,Pietarsaari,Jakobstad,FI,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,0.0,Medium,2,Coastal (Natural),Unknown,63.683333,22.666667,40,0.05
Finland,28230.0,Finland -- 27380,Kotka, ,FI,Gulf of Finland; Baltic Sea; North Atlantic Ocean,0.0,Large,3,Coastal (Breakwater),Unknown,60.466667,26.966667,40,0.075
Finland,27410.0,Finland -- 27380,Kemi, ,FI,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Natural),Unknown,65.733333,24.566667,40,0.025
Finland,28240.0,Finland -- 27380,Hamina,Fredrikshamn,FI,Gulf of Finland; Baltic Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Natural),Unknown,60.566667,27.2,40,0.025
Finland,28190.0,Finland -- 27380,Helsinki,Helsingfors,FI,Gulf of Finland; Baltic Sea; North Atlantic Ocean,0.0,Large,3,Coastal (Breakwater),Unknown,60.166667,24.966667,40,0.075
Finland,28140.0,Finland -- 27380,Hanko, ,FI,Gulf of Finland; Baltic Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Breakwater),Unknown,59.816667,22.95,40,0.025
Finland,27920.0,Finland -- 27380,Mariehamn,Maarianhamina,FI,Baltic Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Natural),Unknown,60.1,19.916667,40,0.025
Finland,27680.0,Finland -- 27380,Kristinestad,Kristiinankaupunki,FI,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,0.0,Medium,2,Coastal (Natural),Unknown,62.283333,21.4,40,0.05
Finland,27560.0,Finland -- 27380,Kokkola,Ykspihlaja,FI,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,0.0,Large,3,Coastal (Natural),Unknown,63.85,23.016667,40,0.075
Finland,27670.0,Finland -- 27380,Kaskinen,Kasko,FI,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,0.0,Medium,2,Coastal (Natural),Unknown,62.383333,21.233333,40,0.05
Finland,27750.0,Finland -- 27380,Mantyluoto, ,FI,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,0.0,Medium,2,Coastal (Breakwater),Unknown,61.6,21.48333333,40,0.05
Finland,27530.0,Finland -- 27380,Raahe,Brahestad,FI,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Breakwater),Unknown,64.683333,24.416667,40,0.025
Finland,27780.0,Finland -- 27380,Rauma, ,FI,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,0.0,Medium,2,Coastal (Breakwater),Unknown,61.125,21.44611111,40,0.05
Finland,27520.0,Finland -- 27380,Oulu,Uleaborg,FI,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,0.0,Large,3,River (Natural),Unknown,65.016667,25.4,40,0.075
France,35835.0,France NW Coast -- 35720,Port Du Havre-Antifer, ,FR,English Channel; North Atlantic Ocean,0.0,Small,1,Coastal (Breakwater),Unknown,49.65,0.15,64,0.015625
France,37120.0,France West Coast -- 36450,Le Verdon, ,FR,Bay of Biscay; North Atlantic Ocean,0.0,Small,1,River (Natural),Unknown,45.55,-1.05,64,0.015625
France,38870.0,France South Coast -- 38710,Toulon, ,FR,Mediterranean Sea; North Atlantic Ocean,0.0,Large,3,Coastal (Breakwater),Unknown,43.1,5.916667,64,0.046875
France,38990.0,France South Coast -- 38710,Nice, ,FR,Mediterranean Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Breakwater),Unknown,43.7,7.283333,64,0.015625
France,37230.0,France West Coast -- 36450,Bayonne, ,FR,Bay of Biscay; North Atlantic Ocean,0.0,Medium,2,River (Natural),Unknown,43.5,-1.466667,64,0.03125
France,36900.0,France West Coast -- 36450,Nantes, ,FR,Bay of Biscay; North Atlantic Ocean,0.0,Medium,2,River (Natural),Unknown,47.2,-1.566667,64,0.03125
France,36860.0,France West Coast -- 36450,Donges, ,FR,Bay of Biscay; North Atlantic Ocean,0.0,Small,1,River (Natural),Unknown,47.3,-2.066667,64,0.015625
France,35830.0,France NW Coast -- 35720,Fecamp, ,FR,English Channel; North Atlantic Ocean,0.0,Small,1,Canal or Lake,Unknown,49.766667,0.366667,64,0.015625
France,36855.0,France NW Coast Cont -- 36060,Montoir, ,FR,Bay of Biscay; North Atlantic Ocean,0.0,Medium,2,River (Natural),Unknown,47.3,-2.133333,64,0.03125
France,35880.0,France NW Coast -- 35720,Port De Caen,Ouistreham,FR,English Channel; North Atlantic Ocean,0.0,Small,1,Canal or Lake,Unknown,49.183333,-0.35,64,0.015625
France,38780.0,France South Coast -- 38710,Port-de-Bouc,Lavera,FR,Gulf of Lion; Mediterranean Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Breakwater),Unknown,43.4,4.983333,64,0.015625
France,38730.0,France South Coast -- 38710,Port-La-Nouvelle,La Nouvelle,FR,Gulf of Lion; Mediterranean Sea; North Atlantic Ocean,0.0,Small,1,Canal or Lake,Unknown,43.016667,3.066667,64,0.015625
France,38810.0,France South Coast -- 38710,Marseille, ,FR,Gulf of Lion; Mediterranean Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Breakwater),Unknown,43.316667,5.366667,64,0.015625
France,37190.0,France West Coast -- 36450,Bordeaux, ,FR,Bay of Biscay; North Atlantic Ocean,0.0,Large,3,River (Tide Gates),Unknown,44.866667,-0.566667,64,0.046875
France,37010.0,France West Coast -- 36450,La Rochelle, ,FR,Bay of Biscay; North Atlantic Ocean,0.0,Medium,2,Coastal (Tide Gates),Unknown,46.15,-1.15,64,0.03125
France,37000.0,France West Coast -- 36450,La Pallice, ,FR,Bay of Biscay; North Atlantic Ocean,0.0,Medium,2,Coastal (Tide Gates),Unknown,46.166667,-1.216667,64,0.03125
France,35810.0,France NW Coast -- 35720,Dieppe, ,FR,English Channel; North Atlantic Ocean,0.0,Small,1,Canal or Lake,Unknown,49.933333,1.083333,64,0.015625
France,35730.0,France NW Coast -- 35720,Dunkerque Port Est, ,FR,North Sea; North Atlantic Ocean,0.0,Medium,2,River (Tide Gates),Unknown,51.05,2.383333,64,0.03125
France,35760.0,France NW Coast -- 35720,Boulogne-Sur-Mer, ,FR,English Channel; North Atlantic Ocean,0.0,Medium,2,River (Tide Gates),Unknown,50.733333,1.6,64,0.03125
France,37170.0,France West Coast -- 36450,Ambes,Bec Dambes,FR,Bay of Biscay; North Atlantic Ocean,0.0,Small,1,River (Natural),Unknown,45.016667,-0.533333,64,0.015625
France,36360.0,France NW Coast Cont -- 36060,Morlaix, ,FR,English Channel; North Atlantic Ocean,0.0,Small,1,River (Tide Gates),Unknown,48.583333,-3.833333,64,0.015625
France,37160.0,France West Coast -- 36450,Blaye, ,FR,Bay of Biscay; North Atlantic Ocean,0.0,Small,1,River (Natural),Unknown,45.133333,-0.666667,64,0.015625
France,36960.0,France West Coast -- 36450,Les Sables D' Olonne, ,FR,Bay of Biscay; North Atlantic Ocean,0.0,Medium,2,River (Basins),Unknown,46.5,-1.8,64,0.03125
France,38960.0,France South Coast -- 38710,Cannes, ,FR,Mediterranean Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Natural),Unknown,43.55,7.016667,64,0.015625
France,35750.0,France NW Coast -- 35720,Calais, ,FR,English Channel; North Atlantic Ocean,0.0,Small,1,Coastal (Breakwater),Unknown,50.966667,1.85,64,0.015625
France,35732.0,France NW Coast -- 35720,Dunkerque Port Ouest, ,FR,North Sea; North Atlantic Ocean,0.0,Medium,2,Coastal (Tide Gates),Unknown,51.066667,2.35,64,0.03125
France,36850.0,France West Coast -- 36450,St Nazaire, ,FR,Bay of Biscay; North Atlantic Ocean,0.0,Medium,2,River (Tide Gates),Unknown,47.283333,-2.2,64,0.03125
France,38770.0,France South Coast -- 38710,Port Saint Louis Du Rhone,St Louis Du Rhone,FR,Gulf of Lion; Mediterranean Sea; North Atlantic Ocean,0.0,Small,1,Canal or Lake,Unknown,43.383333,4.816667,64,0.015625
France,39100.0,Corse -- 39040,Port D' Ajaccio, ,FR,Mediterranean Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Breakwater),Unknown,41.916667,8.75,64,0.015625
France,35840.0,France NW Coast -- 35720,Port Of Le Havre, ,FR,English Channel; North Atlantic Ocean,0.0,Large,3,River (Tide Gates),Unknown,49.483333,0.116667,64,0.046875
France,35950.0,France NW Coast -- 35720,Rade De Cherbourg, ,FR,English Channel; North Atlantic Ocean,0.0,Large,3,Coastal (Tide Gates),Unknown,49.65,-1.633333,64,0.046875
France,35850.0,France NW Coast -- 35720,Port Of Rouen, ,FR,English Channel; North Atlantic Ocean,0.0,Large,3,River (Natural),Unknown,49.45,1.066667,64,0.046875
France,36460.0,France West Coast -- 36450,Rade De Brest, ,FR,North Atlantic Ocean,0.0,Large,3,Coastal (Breakwater),Military,48.383333,-4.5,64,0.046875
France,36680.0,France West Coast -- 36450,Lorient, ,FR,Bay of Biscay; North Atlantic Ocean,0.0,Medium,2,River (Natural),Unknown,47.75,-3.35,64,0.03125
France,38720.0,France South Coast -- 38710,Port-Vendres,Vendres,FR,Gulf of Lion; Mediterranean Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Breakwater),Unknown,42.516667,3.116667,64,0.015625
France,37150.0,France West Coast -- 36450,Pauillac, ,FR,Bay of Biscay; North Atlantic Ocean,0.0,Small,1,River (Natural),Unknown,45.2,-0.75,64,0.015625
France,36130.0,France NW Coast Cont -- 36060,Saint-Malo, ,FR,English Channel; North Atlantic Ocean,0.0,Small,1,Coastal (Tide Gates),Unknown,48.65,-2.016667,64,0.015625
France,38750.0,France South Coast -- 38710,Sete, ,FR,Gulf of Lion; Mediterranean Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Breakwater),Unknown,43.4,3.7,64,0.015625
France,37040.0,France West Coast -- 36450,Rochefort, ,FR,Bay of Biscay; North Atlantic Ocean,0.0,Medium,2,River (Tide Gates),Unknown,45.933333,-0.95,64,0.03125
France,37050.0,France West Coast -- 36450,Tonnay Charente, ,FR,Bay of Biscay; North Atlantic Ocean,0.0,Small,1,River (Natural),Unknown,45.933333,-0.9,64,0.015625
French Polynesia,55840.0,Society Islands -- 55765,Papeete, ,PF,South Pacific Ocean,0.0,Small,1,Coastal (Natural),Unknown,-17.533333,-149.583333,1,1.0
Gabon,46446.0,Gabon -- 46410,Oguendjo Terminal, ,GA,South Atlantic Ocean,0.0,Small,1,Open Roadstead,Unknown,-1.466667,8.916667,6,0.16666666666666666
Gabon,46440.0,Gabon -- 46410,Port Gentil, ,GA,Gulf of Guinea; North Atlantic Ocean,0.0,Medium,2,Coastal (Natural),Unknown,-0.7,8.8,6,0.3333333333333333
Gabon,46430.0,Gabon -- 46410,Libreville, ,GA,Gulf of Guinea; North Atlantic Ocean,0.0,Medium,2,Open Roadstead,Unknown,0.383333,9.45,6,0.3333333333333333
Gabon,46435.0,Gabon -- 46410,Port Owendo, ,GA,Gulf of Guinea; North Atlantic Ocean,0.0,Small,1,Open Roadstead,Unknown,0.283333,9.5,6,0.16666666666666666
Georgia,44340.0,Georgia -- 44275,Poti, ,GE,Black Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Breakwater),Unknown,42.15,41.583333,2,0.5
Georgia,44350.0,Georgia -- 44275,Batumi, ,GE,Black Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Breakwater),Unknown,41.65,41.65,2,0.5
Germany,28930.0,Germany -- 28826,Kiel, ,DE,Baltic Sea; North Atlantic Ocean,0.0,Large,3,River (Basins),Unknown,54.316667,10.133333,34,0.08823529411764706
Germany,30785.0,Germany -- 30650,Butzfleth, ,DE,North Sea; North Atlantic Ocean,0.0,Small,1,Open Roadstead,Unknown,53.65,9.516667,34,0.029411764705882353
Germany,30950.0,Germany -- 30650,Emden, ,DE,North Sea; North Atlantic Ocean,0.0,Medium,2,River (Tide Gates),Unknown,53.333333,7.183333,34,0.058823529411764705
Germany,30900.0,Germany -- 30650,Bremen, ,DE,North Sea; North Atlantic Ocean,0.0,Large,3,River (Tide Gates),Unknown,53.133333,8.766667,34,0.08823529411764706
Germany,30840.0,Germany -- 30650,Nordenham, ,DE,North Sea; North Atlantic Ocean,0.0,Small,1,River (Natural),Unknown,53.483333,8.483333,34,0.029411764705882353
Germany,30810.0,Germany -- 30650,Bremerhaven, ,DE,North Sea; North Atlantic Ocean,0.0,Large,3,River (Tide Gates),Unknown,53.533333,8.583333,34,0.08823529411764706
Germany,30800.0,Germany -- 30650,Cuxhaven, ,DE,North Sea; North Atlantic Ocean,0.0,Medium,2,River (Basins),Unknown,53.866667,8.716667,34,0.058823529411764705
Germany,30780.0,Germany -- 30650,Hamburg, ,DE,North Sea; North Atlantic Ocean,0.0,Large,3,Canal or Lake,Unknown,53.55,9.933333,34,0.08823529411764706
Germany,30760.0,Germany -- 30650,Gluckstadt, ,DE,North Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Tide Gates),Unknown,53.783333,9.416667,34,0.029411764705882353
Germany,30850.0,Germany -- 30650,Brake, ,DE,North Sea; North Atlantic Ocean,0.0,Medium,2,River (Tide Gates),Unknown,53.333333,8.483333,34,0.058823529411764705
Germany,30910.0,Germany -- 30650,Wilhelmshaven, ,DE,North Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Tide Gates),Unknown,53.533333,8.166667,34,0.029411764705882353
Germany,28860.0,Germany -- 28826,Rostock,Petersdorf,DE,Baltic Sea; North Atlantic Ocean,0.0,Large,3,River (Natural),Unknown,54.1,12.133333,34,0.08823529411764706
Germany,28880.0,Germany -- 28826,Lubeck-Travemunde, ,DE,Baltic Sea; North Atlantic Ocean,0.0,Small,1,River (Natural),Unknown,53.966667,10.883333,34,0.029411764705882353
Germany,29005.0,Germany -- 28826,Flensburg, ,DE,Baltic Sea; North Atlantic Ocean,0.0,Small,1,River (Basins),Unknown,54.8,9.433333,34,0.029411764705882353
Germany,28950.0,Germany -- 28826,Eckernforde, ,DE,Baltic Sea; North Atlantic Ocean,0.0,Small,1,River (Basins),Unknown,54.483333,9.833333,34,0.029411764705882353
Germany,30720.0,Germany -- 30650,Brunsbuttel Canal Terminals, ,DE,North Sea; North Atlantic Ocean,0.0,Small,1,Canal or Lake,Unknown,53.9,9.15,34,0.029411764705882353
Germany,28890.0,Germany -- 28826,Lubeck, ,DE,Baltic Sea; North Atlantic Ocean,0.0,Medium,2,Canal or Lake,Unknown,53.883333,10.7,34,0.058823529411764705
Germany,30970.0,Germany -- 30650,Papenburg, ,DE,North Sea; North Atlantic Ocean,0.0,Small,1,Canal or Lake,Unknown,53.1,7.383333,34,0.029411764705882353
Germany,28870.0,Germany -- 28826,Wismar, ,DE,Baltic Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Natural),Unknown,53.9,11.466667,34,0.029411764705882353
Germany,30730.0,Germany -- 30650,Rendsburg, ,DE,Baltic Sea; North Atlantic Ocean,0.0,Small,1,Canal or Lake,Unknown,54.3,9.683333,34,0.029411764705882353
Ghana,46040.0,Ghana -- 46010,Takoradi, ,GH,Gulf of Guinea; North Atlantic Ocean,0.0,Medium,2,Coastal (Breakwater),Unknown,4.883333,-1.733333,3,0.6666666666666666
Ghana,46070.0,Ghana -- 46010,Tema, ,GH,Gulf of Guinea; North Atlantic Ocean,11.0,Small,1,Coastal (Breakwater),Unknown,5.631944444,0.015555556,3,0.3333333333333333
Gibraltar,38330.0,Gibraltar -- 38320,Europa Point, ,GI,Strait of Gibraltar; North Atlantic Ocean,0.0,Medium,2,Coastal (Breakwater),Unknown,36.133333,-5.35,2,1.0
Greece,41940.0,Greece West Coast -- 41710,Kalamata,Kalamon,GR,Mediterranean Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Breakwater),Unknown,37.016667,22.116667,27,0.037037037037037035
Greece,42345.0,Greece East Coast -- 42010,Astakos, ,GR,Ionian Sea; Mediterranean Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Natural),Unknown,38.483333,21.1,27,0.037037037037037035
Greece,43130.0,Kriti -- 43080,Iraklion,Candia; Megalo Kastron,GR,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,0.0,Medium,2,Coastal (Breakwater),Unknown,35.35,25.15,27,0.07407407407407407
Greece,42327.0,Greece East Coast -- 42010,Chalkis, ,GR,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Natural),Unknown,38.466667,23.6,27,0.037037037037037035
Greece,43100.0,Kriti -- 43080,Soudha,Azizieh; Suda,GR,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,0.0,Medium,2,Coastal (Natural),Unknown,35.483333,24.183333,27,0.07407407407407407
Greece,42230.0,Greece East Coast -- 42010,Piraievs,Athens; Dhrapetsdna,GR,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,0.0,Large,3,Coastal (Breakwater),Unknown,37.933333,23.65,27,0.1111111111111111
Greece,41720.0,Greece West Coast -- 41710,Kerkira,Corfu,GR,Ionian Sea; Mediterranean Sea; North Atlantic Ocean,0.0,Medium,2,Open Roadstead,Unknown,39.616667,19.933333,27,0.07407407407407407
Greece,42600.0,Greece East Coast -- 42010,Kavala, ,GR,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Breakwater),Unknown,40.933333,24.4,27,0.037037037037037035
Greece,42630.0,Greece East Coast -- 42010,Alexandroupoli, ,GR,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,0.0,Medium,2,Coastal (Breakwater),Unknown,40.833333,25.883333,27,0.07407407407407407
Greece,42840.0,Aegean Islands -- 42640,Neon Karlovas,Karlovasion; Neon Karlovasion,GR,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Breakwater),Unknown,37.8,26.683333,27,0.037037037037037035
Greece,42340.0,Greece East Coast -- 42010,Ormos Aliveriou, ,GR,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,0.0,Medium,2,Coastal (Breakwater),Unknown,38.383333,24.05,27,0.07407407407407407
Greece,41850.0,Greece West Coast -- 41710,Patrai,Patari Harbor; Patras; Patron,GR,Ionian Sea; Mediterranean Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Breakwater),Unknown,38.25,21.733333,27,0.037037037037037035
Greece,42200.0,Greece East Coast -- 42010,Elevsis, ,GR,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,0.0,Small,1,Open Roadstead,Unknown,38.033333,23.55,27,0.037037037037037035
Greece,42760.0,Aegean Islands -- 42640,Mitilini, ,GR,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Breakwater),Unknown,39.1,26.566667,27,0.037037037037037035
Greece,42470.0,Greece East Coast -- 42010,Volos, ,GR,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,0.0,Medium,2,Coastal (Breakwater),Unknown,39.366667,22.95,27,0.07407407407407407
Greece,42530.0,Greece East Coast -- 42010,Thessaloniki, ,GR,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,0.0,Medium,2,Coastal (Natural),Unknown,40.633333,22.933333,27,0.07407407407407407
Greece,43210.0,Dhodhekanisos -- 43180,Rodhos,Rhodes; Rodi,GR,Mediterranean Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Breakwater),Unknown,36.45,28.233333,27,0.037037037037037035
Greece,42210.0,Greece East Coast -- 42010,Perama, ,GR,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,0.0,Small,1,Open Roadstead,Unknown,37.966667,23.566667,27,0.037037037037037035
Greenland,543.0,Greenland East Coast -- 540,Kusanartoq, ,GL,North Atlantic Ocean,0.0,Small,1,Coastal (Natural),Unknown,61.766667,-42.216667,7,0.14285714285714285
Greenland,640.0,Greenland  West Coast -- 545,Nuuk,Godthab,GL,Labrador Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Natural),Unknown,64.183333,-51.75,7,0.14285714285714285
Greenland,690.0,Greenland  West Coast -- 545,Sisimiut, ,GL,Davis Strait; North Atlantic Ocean,0.0,Small,1,Coastal (Natural),Unknown,66.916667,-53.7,7,0.14285714285714285
Greenland,810.0,Greenland  West Coast -- 545,Illulissat (Jakobshavn),Iliussat,GL,Baffin Bay; Arctic Ocean,0.0,Small,1,Coastal (Natural),Unknown,69.216667,-51.1,7,0.14285714285714285
Greenland,840.0,Greenland  West Coast -- 545,Qeqertarsuaq, ,GL,Baffin Bay; Arctic Ocean,0.0,Small,1,Coastal (Natural),Unknown,69.233333,-53.533333,7,0.14285714285714285
Greenland,610.0,Greenland  West Coast -- 545,Paamuit (Frederikshab),Frederikshab; Pamiut,GL,Labrador Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Natural),Unknown,62.0,-49.666667,7,0.14285714285714285
Greenland,760.0,Greenland  West Coast -- 545,Aasiaat,Egedesminde,GL,Baffin Bay; Arctic Ocean,0.0,Small,1,Coastal (Natural),Unknown,68.71083333,-52.86833333,7,0.14285714285714285
Grenada,11670.0,Grenada -- 11665,St George's, ,GD,Caribbean Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Natural),Unknown,12.05,-61.75,1,1.0
Guadeloupe,11450.0,Guadeloupe -- 11445,Pointe A Pitre, ,GP,Caribbean Sea; North Atlantic Ocean,0.0,Medium,2,Coastal (Natural),Unknown,16.233333,-61.533333,2,1.0
Guam,56550.0,Guam -- 56545,Apra Harbor, ,GU,North Pacific Ocean,0.0,Medium,2,Coastal (Breakwater),Unknown,13.45,144.616667,2,1.0
Guatemala,9620.0,Guatemala East Coast -- 9600,Puerto Barrios, ,GT,Caribbean Sea; North Atlantic Ocean,0.0,Small,1,Open Roadstead,Unknown,15.733333,-88.6,2,0.5
Guatemala,9625.0,Guatemala East Coast -- 9600,Santo Tomas De Castilla,Puerto Matias De Galves,GT,Caribbean Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Natural),Unknown,15.7,-88.616667,2,0.5
Guernsey,36000.0,Channel Islands -- 35970,Saint Peter Port, ,GG,English Channel; North Atlantic Ocean,0.0,Small,1,Coastal (Breakwater),Unknown,49.45,-2.533333,1,1.0
Guinea,45855.0,Guinea -- 45842,Conakry,Conakri; Konakri,GN,North Atlantic Ocean,0.0,Medium,2,Coastal (Breakwater),Unknown,9.516667,-13.716667,2,1.0
Guyana,12370.0,Guyana -- 12350,Georgetown,Demerara,GY,North Atlantic Ocean,0.0,Medium,2,River (Natural),Unknown,6.833333,-58.166667,2,1.0
Haiti,10880.0,Haiti -- 10810,Port Au Prince, ,HT,Caribbean Sea; North Atlantic Ocean,0.0,Medium,2,Open Roadstead,Unknown,18.55,-72.35,2,1.0
Honduras,9650.0,Honduras East Coast -- 9630,Puerto Cortes, ,HN,Caribbean Sea; North Atlantic Ocean,0.0,Small,1,Open Roadstead,Unknown,15.833333,-87.95,1,1.0
Hong Kong,57840.0,Hong Kong -- 57835,Hong Kong, ,HK,South China Sea; North Pacific Ocean,0.0,Large,3,Coastal (Natural),Unknown,22.266667,114.2,3,1.0
Iceland,510.0,Iceland  South Coast -- 490,Vestmannaeyjar, ,IS,North Atlantic Ocean,0.0,Small,1,Coastal (Natural),Unknown,63.433333,-20.283333,6,0.16666666666666666
Iceland,100.0,Iceland  West Coast -- 60,Reykjavik, ,IS,North Atlantic Ocean,0.0,Medium,2,Coastal (Breakwater),Unknown,64.15,-21.933333,6,0.3333333333333333
Iceland,105.0,Iceland  West Coast -- 60,Grundartangi, ,IS,North Atlantic Ocean,0.0,Medium,2,Coastal (Breakwater),Unknown,64.266667,-22.0,6,0.3333333333333333
Iceland,400.0,Iceland  East Coast -- 360,Seydhisfjordhur, ,IS,Norwegian Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Natural),Unknown,65.266667,-14.0,6,0.16666666666666666
India,49720.0,Andaman Islands -- 49710,Port Blair, ,IN,Andaman Sea; Indian Ocean,0.0,Small,1,Coastal (Natural),Unknown,11.683333,92.75,33,0.030303030303030304
India,48790.0,India West Coast -- 48610,Hazira, ,IN,Arabian Sea; Indian Ocean,0.0,Small,1,Coastal (Breakwater),Unknown,21.083333,72.633333,33,0.030303030303030304
India,48617.0,India West Coast -- 48610,Mundra, ,IN,Arabian Sea; Indian Ocean,0.0,Small,1,Open Roadstead,Cargo,22.72833333,69.70666667,33,0.030303030303030304
India,48630.0,India West Coast -- 48610,Kandla,Kundla,IN,Arabian Sea; Indian Ocean,0.0,Small,1,River (Natural),Cargo,23.033333,70.216667,33,0.030303030303030304
India,49030.0,India West Coast -- 48610,New Mangalore, ,IN,Laccadive Sea; Indian Ocean,0.0,Medium,2,Coastal (Breakwater),Cargo,12.916667,74.816667,33,0.06060606060606061
India,49130.0,India West Coast -- 48610,Kochi (Cochin), ,IN,Laccadive Sea; Indian Ocean,0.0,Medium,2,Coastal (Natural),Cargo,9.966667,76.233333,33,0.06060606060606061
India,49320.0,India East Coast -- 49310,Tuticorin, ,IN,Palk Strait; Indian Ocean,0.0,Small,1,Coastal (Breakwater),Cargo,8.8,78.166667,33,0.030303030303030304
India,49370.0,India East Coast -- 49310,Karaikal Port, ,IN,Bay of Bengal; Indian Ocean,0.0,Small,1,Coastal (Breakwater),Cargo,10.833333,79.866667,33,0.030303030303030304
India,49560.0,India East Coast -- 49310,Calcutta, ,IN,Bay of Bengal; Indian Ocean,0.0,Large,3,River (Natural),Cargo,22.55,88.333333,33,0.09090909090909091
India,48845.0,India West Coast -- 48610,Jawaharlal Nehru Port (Nhava Shiva), ,IN,Arabian Sea; Indian Ocean,0.0,Medium,2,Open Roadstead,Cargo,18.95,72.95,33,0.06060606060606061
